time,cont,conterr
-2.0,-0.004106776180688554,0.006
-1.11499000682511,-2.0,0.005
-1.0467468745116546,-1.342915811088283,0.005
-0.6911040601931457,-0.22587268993839626,0.006
-0.6910160090289486,-0.23408624229977337,0.006
-0.6887306295582027,-0.29158110882955923,0.006
-0.6263520885717462,-0.03696098562628469,0.006
-0.6155550589358099,-0.08624229979466413,0.006
-0.5831760974175095,-0.22587268993839626,0.006
-0.5569166533833123,-0.2422997946611798,0.006
-0.5520974913047794,-0.28336755646815304,0.007
-0.550897338469891,-0.3737166324435348,0.005
-0.2347454724922453,-1.0225872689938456,0.005
-0.23348939724906304,-1.0308008213552227,0.005
-0.22751593561224803,-1.1047227926077918,0.005
-0.2263000444303278,-1.0718685831621957,0.006
-0.20243721104882817,-1.203285420944551,0.006
-0.1940757128320949,-1.3675564681724728,0.005
-0.1940106099215091,-1.178644763860361,0.006
0.19395206005226795,1.096509240246415,0.006
0.1951999599050418,0.9815195071868721,0.006
0.19636507552404847,1.047227926078035,0.006
0.1987307714807276,0.9979466119096556,0.006
0.2250924018906879,0.9979466119096556,0.006
0.22629888080616434,0.8008213552361378,0.006
0.22748921068372852,0.9650924024640597,0.006
0.2598303249959102,0.9158110882956803,0.006
0.2694262195012249,0.8501026694045173,0.006
0.6286502510963761,1.6796714579055334,0.015
0.6311118842026731,1.4907597535934216,0.006
0.647886229004766,1.7289527720739128,0.006
0.6502380851590961,1.605749486652964,0.006
0.6575004352797942,1.4907597535934216,0.008
0.6598385020675055,1.4250513347022586,0.013
0.6622999682555744,1.433264887063665,0.006
0.6670447916821041,1.2607802874743368,0.007
0.6789999323759077,1.0800821355236314,0.01
0.6814030396299651,1.1211498973306044,0.006
0.6873926370953405,1.006160164271062,0.006
1.0441852093554393,1.507186858316234,0.006
1.0514061997822113,1.515400410677611,0.006
1.0561654093980826,1.5236139630390175,0.007
1.057358933538043,1.531827515400424,0.006
1.0585489343825647,1.531827515400424,0.007
1.065755728354382,1.498973305954828,0.009
1.0706087700288882,1.5564681724846139,0.007
1.0718147253735313,1.531827515400424,0.006
1.0729672836985507,1.4250513347022586,0.006
1.0742154237214332,1.515400410677611,0.006
1.0766208402110617,1.498973305954828,0.006
1.0802461263004148,1.498973305954828,0.007
1.0933796592166685,1.1950718685831445,0.008
1.1005662068485709,1.704312114989723,0.009
1.1017842487537917,2.0,0.009
1.1029414555712096,1.3757700205338792,0.008
1.103062707850829,1.8932238193018347,0.008
1.1042529188441854,1.7618069815195088,0.008
1.106557971849151,1.5482546201232075,0.007
1.1066515889555384,1.6057494866529933,0.007
1.1077395607357086,1.5646817248460199,0.007
1.1078640300938916,1.7371663244353193,0.008
1.108965499434008,1.4579055441478546,0.006
1.1090604626938485,1.5236139630390175,0.007
1.1102430326752883,1.909650924024647,0.007
1.1125296093940062,1.5236139630390175,0.006
1.113724884374046,1.3757700205338792,0.006
1.1149275722044028,1.3593429158110957,0.006
1.1162340075162152,1.7043121149897522,0.007
1.117354527149125,1.6468172484599664,0.006
1.1198028176051942,1.498973305954828,0.006
1.1209410677961564,1.5482546201232075,0.006
1.1221943294465402,1.6139630390143704,0.007
1.124613931583474,1.2525667351129597,0.013
1.1257506434849125,1.6303901437371828,0.013
1.1281454888873377,1.597535934291587,0.009
1.1292827231587492,1.6960985626283458,0.012
1.129415249023142,1.5893223819301805,0.018
1.136554394281255,1.3100616016427162,0.01
1.137772904518183,1.7782340862422923,0.009
1.140165918623552,1.5236139630390175,0.007
1.1413563313597956,1.5893223819301805,0.007
1.1437845219797116,1.5811088295688034,0.007
1.1449576292589856,1.531827515400424,0.006
1.1497437223156384,1.507186858316234,0.006
1.1509458745666619,1.4004106776180687,0.006
1.4752775836998162,1.1622176591375775,0.011
1.4921014960092012,1.244353182751524,0.017
1.4981214677878576,1.1129363449692273,0.013
1.5005035757687164,1.7618069815194795,0.019
1.5017366991557344,1.3182751540040933,0.011
1.5052813277176016,1.1540041067762004,0.01
1.5113270613426586,1.2772073921971203,0.016
1.5137476625872215,1.3921971252566627,0.019
1.5160577147329368,1.3921971252566627,0.016
1.5161470099782837,1.3921971252566627,0.012
1.5185368394280458,1.3429158110883122,0.015
1.5196534478907782,1.4250513347022586,0.015
1.5197530800574661,1.030800821355252,0.018
1.5281375949762968,1.597535934291587,0.021
1.5293059396823678,1.4496919917864481,0.028
1.534168803113356,1.4496919917864481,0.015
1.5353475339756568,1.186858316221738,0.016
1.5389582093166219,1.4825462012320445,0.018
1.5413063572445211,1.5893223819301805,0.017
1.547363440107926,1.244353182751524,0.022
1.5496517412480104,1.4579055441478257,0.014
1.553271642723586,1.3757700205338792,0.018
1.5545152435314695,1.5893223819301805,0.018
1.5617146882980508,0.8090349075975438,0.018
1.5641110371653406,1.178644763860361,0.016
1.5652640626212166,0.9979466119096556,0.018
1.5724761499421667,1.4825462012320152,0.017
1.576071818254075,1.178644763860361,0.016
1.5784868187317702,1.2361396303901468,0.042
1.5796802744232625,1.4086242299794751,0.018
1.582077654821148,0.9979466119096267,0.016
1.5868620678879184,1.1540041067761715,0.012
1.920813219004415,1.006160164271062,0.018
1.923219522922579,1.2607802874743368,0.013
1.9339771490501083,1.2279260780287404,0.019
1.940041210055941,1.3839835728952563,0.014
1.9436206764925048,1.2197125256673345,0.014
1.9568473785979044,1.268993839835714,0.014
1.962857745974028,1.3100616016427162,0.017
1.964034538663574,1.0882956878850085,0.012
1.9664684117081945,1.564681724845991,0.018
1.9676583693220913,1.2197125256673345,0.019
1.9688529093816025,1.112936344969198,0.017
1.9700606876173543,1.1622176591375775,0.02
1.9712596107812956,1.310061601642687,0.016
1.973654101932817,1.3429158110883122,0.013
1.9748651164607391,1.137577002053388,0.012
1.9760600479975245,1.3921971252566627,0.023
