time,cont,conterr
-2.0,1.2472527472527624,0.028
-1.1094043884592137,-2.0,0.019
-1.041283583419926,-1.351648351648358,0.021
-0.6862785083757255,2.0,0.03
-0.686190609108869,1.9230769230769265,0.029
-0.6839095710505243,1.653846153846159,0.031
-0.6227998272533537,0.7527472527472474,0.023
-0.6216426529259547,0.41208791208791906,0.024
-0.6108649854123342,0.8351648351648335,0.028
-0.5785440885144864,0.1758241758241863,0.023
-0.5523317273667732,-0.31318681318681607,0.026
-0.5475212080700533,9.769962616701378e-15,0.024
-0.546323206116081,-0.14285714285713236,0.023
-0.23073825698686878,-0.8461538461538383,0.022
-0.22948443649916128,-0.20879120879120094,0.021
-0.22352168630228753,0.027472527472531816,0.021
-0.22230797182544015,-0.18681318681319126,0.021
-0.1984879297904838,0.06593406593405904,0.02
-0.190141425172339,0.10439560439560536,0.023
-0.19007644020112147,0.20879120879122048,0.02
0.19719054624918586,0.7637362637362721,0.025
0.19843620840376452,0.6208791208791298,0.024
0.1995992359695844,0.2692307692307767,0.025
0.20196068862948335,0.8681318681318677,0.027
0.228275051716595,1.1483516483516594,0.029
0.22947936601001384,1.5439560439560513,0.029
0.23066756142220113,1.3021978021978065,0.025
0.2629506825765464,1.8241758241758235,0.028
0.6311092789423984,-0.20879120879120094,0.019
0.6335664667527401,-0.3901098901098896,0.022
0.6503107334799418,0.02197802197801968,0.027
0.652658375949418,-0.07142857142857117,0.022
0.6599077010349474,-0.07142857142857117,0.022
0.6622416040371335,-0.15934065934064945,0.025
0.664698626427267,-0.10439560439560536,0.023
0.6694349439700131,-0.17582417582416676,0.035
0.6813686434525996,-0.4395604395604411,0.039
0.6837674427224067,-0.04395604395604891,0.031
0.6897463010122342,0.20879120879122048,0.032
0.7279520627565006,0.6483516483516518,0.028
1.045899083073357,0.2307692307692304,0.026
1.0531071262260778,0.1318681318681274,0.021
1.05904918571061,0.14835164835164472,0.025
1.060237050282372,-0.3186813186813089,0.032
1.0674309224368135,0.049450549450561265,0.089
1.072275261776285,-0.1648351648351618,0.039
1.0734790534377319,0.2472527472527477,0.03
1.074629547425642,0.43406593406592897,0.03
1.0758754469222587,0.27472527472526975,0.03
1.0782765512867822,0.2967032967032992,0.029
1.0818953402132752,-0.13736263736263976,0.028
1.0950053176605063,-0.19230769230768385,0.031
1.095060654317979,-0.04395604395604891,0.025
1.10217897978018,-1.1978021978021913,0.057
1.1022736888458229,-0.27472527472526953,0.083
1.1033948375276195,-0.9945054945054927,0.126
1.10454996927499,-1.0494505494505564,0.04
1.1046710029298041,0.09340659340660062,0.055
1.1081600005197525,-1.032967032967039,0.036
